,CAR MAKE,CAR MAKE LOCATION,CAR MODEL(Full Name),CAR MODEL(Short Name),CAR MODEL LOCATION,CAR TYPE,COLLECT,ADDED,BUYOUT NUM
672,NISSAN,"(0, 19)",2000 NISSAN SILVIA SPEC-R,NOT FOUND,,RETRO SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
673,NISSAN,"(0, 19)",2002 NISSAN SKYLINE GT-R V-SPEC II,NISSAN GT-R '02,12.0,RETRO SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
674,NISSAN,"(0, 19)",2003 NISSAN DONUT MEDIA 350Z 'HI CAR',NOT FOUND,,TRACK TOYS,ACCOLADE,SERIES 22,0
675,NISSAN,"(0, 19)",2003 NISSAN FAIRLADY Z,FAIRLADY Z '03,4.0,RETRO SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
676,NISSAN,"(0, 19)",2003 NISSAN FAIRLADY Z FORZA EDITION,FAIRLADY Z FE,,UNLIMITED OFFROAD,"WHEELSPIN, SEASONAL",,0
677,NISSAN,"(0, 19)",2004 NISSAN DONUT MEDIA 350Z 'LOW CAR',NOT FOUND,,TRACK TOYS,ACCOLADE,SERIES 22,0
678,NISSAN,"(0, 19)",2004 NISSAN PICKUP #23 RALLY RAID,#23 NISSAN RR,1.0,UNLIMITED OFFROAD,"AUTOSHOW, WHEELSPIN",,0
679,NISSAN,"(0, 19)",2010 NISSAN 370Z,NISSAN 370Z,,MODERN SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
680,NISSAN,"(0, 19)",2010 NISSAN TSURU,NISSAN TSURU '10,27.0,RETRO SALOONS,SEASONAL,SERIES 26,0
681,NISSAN,"(0, 19)",2012 NISSAN GT-R BLACK EDITION (R35),NISSAN GT-R '12,13.0,MODERN SUPERCARS,"AUTOSHOW, WHEELSPIN",,0
682,NISSAN,"(0, 19)",2016 NISSAN TITAN WARRIOR CONCEPT,NISSAN TITAN,26.0,PICKUPS & 4X4S,"AUTOSHOW, WHEELSPIN",,0
683,NISSAN,"(0, 19)",2017 NISSAN GT-R (R35),NISSAN GT-R '17,14.0,MODERN SUPERCARS,"AUTOSHOW, WHEELSPIN",,0
684,NISSAN,"(0, 19)",2018 NISSAN SENTRA NISMO,NISSAN SENTRA,25.0,SUPER SALOONS,SEASONAL,SERIES 12,0
685,NISSAN,"(0, 19)",2019 NISSAN 370Z NISMO,NISSAN 370Z '19,,MODERN SPORTS CARS,AUTOSHOW DLC,CAR PASS,0
686,NISSAN,"(0, 19)",2020 NISSAN GT-R NISMO (R35),NISSAN GTR '20,20.0,TRACK TOYS,SEASONAL,SERIES 5,0
687,NISSAN,"(0, 19)",2023 NISSAN Z,NISSAN Z '23,,MODERN SPORTS CARS,"BACKSTAGE, SEASONAL",SERIES 17,0
688,NISSAN,"(0, 19)",2024 NISSAN Z NISMO,Z NISMO '24,33.0,MODERN SPORTS CARS,SEASONAL,SERIES 41,0
689,NOBLE,"(1, 19)",2006 NOBLE M400,NOBLE M400,,TRACK TOYS,AUTOSHOW DLC,CAR PASS,0
690,NOBLE,"(1, 19)",2010 NOBLE M600,NOBLE M600,,MODERN SUPERCARS,SEASONAL,SERIES 5,0
691,OLDSMOBILE,"(2, 19)",1966 OLDSMOBILE TORONADO,TORONADO '66,1.0,CLASSIC MUSCLE,AUTOSHOW DLC,CAR PASS,0
692,OPEL,"(3, 19)",1984 OPEL MANTA 400,NOT FOUND,,RALLY MONSTERS,"AUTOSHOW, WHEELSPIN",,0
693,PAGANI,"(4, 19)",2009 PAGANI ZONDA CINQUE ROADSTER,PAGANI ZONDA C,,HYPERCARS,"AUTOSHOW, WHEELSPIN",,0
694,PAGANI,"(4, 19)",2009 PAGANI ZONDA CINQUE ROADSTER 'OREO EDITION',NOT FOUND,,HYPERCARS,PROMOTIONAL DLC,PROMO CODE,0
695,PAGANI,"(4, 19)",2010 PAGANI ZONDA R,PAGANI ZONDA R,6.0,EXTREME TRACK TOYS,"AUTOSHOW, WHEELSPIN",,0
696,PAGANI,"(4, 19)",2012 PAGANI HUAYRA,PAGANI HUAYRA,2.0,HYPERCARS,SEASONAL,SERIES 29,0
697,PAGANI,"(4, 19)",2016 PAGANI HUAYRA BC,PAGANI HUAYRA BC,3.0,HYPERCARS,"BACKSTAGE, WHEELSPIN, SEASONAL",,0
698,PAGANI,"(4, 19)",2016 PAGANI HUAYRA BC FORZA EDITION,PAGANI HUAYRA FE,4.0,EXTREME TRACK TOYS,"WHEELSPIN, SEASONAL",,0
699,PAGANI,"(4, 19)",2022 PAGANI HUAYRA R,HUAYRA R '22,,EXTREME TRACK TOYS,AUTOSHOW DLC,HORIZON RACING CAR PACK,0
700,PEEL,"(0, 20)",1962 PEEL P50,PEEL P50,,CULT CARS,SEASONAL,SERIES 2,0
701,PEEL,"(0, 20)",1965 PEEL TRIDENT,PEEL TRIDENT,2.0,CULT CARS,AUTOSHOW,SERIES 2,0
702,PENHALL,"(1, 20)",2011 PENHALL THE CHOLLA,NOT FOUND,,UNLIMITED BUGGIES,"AUTOSHOW, WHEELSPIN",,0
703,PEUGEOT,"(2, 20)",1984 PEUGEOT 205 TURBO 16,NOT FOUND,,RETRO RALLY,"ACCOLADE, WHEELSPIN",,0
704,PEUGEOT,"(2, 20)",1991 PEUGEOT 205 RALLYE,NOT FOUND,,RETRO HOT HATCH,"AUTOSHOW, WHEELSPIN",,0
705,PEUGEOT,"(2, 20)",2007 PEUGEOT 207 SUPER 2000,PEUGEOT 207 S,,RALLY MONSTERS,"AUTOSHOW, WHEELSPIN",,0
706,PLYMOUTH,"(3, 20)",1958 PLYMOUTH FURY,NOT FOUND,,RODS AND CUSTOMS,SEASONAL,SERIES 15,0
707,PLYMOUTH,"(3, 20)",1964 PLYMOUTH BELVEDERE,BELVEDERE '64,2.0,CLASSIC MUSCLE,SEASONAL,SERIES 27,0
708,PLYMOUTH,"(3, 20)",1968 PLYMOUTH BARRACUDA FORMULA-S,BARRACUDA,1.0,CLASSIC MUSCLE,SEASONAL,SERIES 9,0
709,PLYMOUTH,"(3, 20)",1971 PLYMOUTH CUDA 426 HEMI,NOT FOUND,,CLASSIC MUSCLE,"AUTOSHOW, WHEELSPIN",,0
710,POLARIS,"(4, 20)",2015 POLARIS RZR XP 1000 EPS,NOT FOUND,,UTV'S,"AUTOSHOW, WHEELSPIN",,0
711,POLARIS,"(4, 20)",2021 POLARIS RZR PRO XP FACTORY RACING LIMITED EDITION,NOT FOUND,,UTV'S,AUTOSHOW DLC,RALLY ADVENTURE EXPANSION,0
712,POLARIS,"(4, 20)",2021 POLARIS RZR PRO XP ULTIMATE,POLARIS RZR PRO,1.0,UTV'S,SEASONAL,SERIES 18,0
713,PONTIAC,"(0, 21)",1965 PONTIAC GTO,NOT FOUND,,CLASSIC MUSCLE,"AUTOSHOW, WHEELSPIN",,0
714,PONTIAC,"(0, 21)",1968 PONTIAC FIREBIRD,FIREBIRD '68,1.0,CLASSIC MUSCLE,SEASONAL,SERIES 27,0
715,PONTIAC,"(0, 21)",1969 PONTIAC GTO JUDGE,PONTIAC GTO '69,4.0,CLASSIC MUSCLE,SEASONAL,SERIES 27,0
716,PONTIAC,"(0, 21)",1973 PONTIAC FIREBIRD TRANS AM SD-455,NOT FOUND,,CLASSIC MUSCLE,SEASONAL,SERIES 23,0
717,PONTIAC,"(0, 21)",1977 PONTIAC FIREBIRD TRANS AM,NOT FOUND,,CLASSIC MUSCLE,"AUTOSHOW, WHEELSPIN",,0
718,PONTIAC,"(0, 21)",1987 PONTIAC FIREBIRD TRANS AM GTA,NOT FOUND,,RETRO MUSCLE,"AUTOSHOW, WHEELSPIN",,0
719,PONTIAC,"(0, 21)",1987 PONTIAC FIREBIRD TRANS AM GTA FORZA EDITION,NOT FOUND,,TRACK TOYS,"WHEELSPIN, SEASONAL",,0
720,PORSCHE,"(1, 21)",1951 PORSCHE #46 356 SL GMUND COUPE,NOT FOUND,,CLASSIC RACERS,SEASONAL,SERIES 26,0
721,PORSCHE,"(1, 21)",1955 PORSCHE 550A SPYDER,PORSCHE 550,27.0,CLASSIC RACERS,SEASONAL,SERIES 11,0
722,PORSCHE,"(1, 21)",1959 PORSCHE 356 A 1600 SUPER,NOT FOUND,,RARE CLASSICS,"AUTOSHOW, WHEELSPIN",,0
723,PORSCHE,"(1, 21)",1964 PORSCHE 356 C CABRIOLET EMORY SPECIAL,EMORY 356 C '64,,CLASSIC SPORTS CARS,SEASONAL,SERIES 10,0
724,PORSCHE,"(1, 21)",1966 PORSCHE 906 CARRERA 6,PORSCHE 906 '66,29.0,CLASSIC RACERS,AUTOSHOW,SERIES 28,0
725,PORSCHE,"(1, 21)",1970 PORSCHE #3 917 LH,NOT FOUND,,CLASSIC RACERS,"AUTOSHOW, WHEELSPIN",,0
726,PORSCHE,"(1, 21)",1970 PORSCHE 914/6,PORSCHE 914/6,35.0,CLASSIC SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
727,PORSCHE,"(1, 21)",1971 PORSCHE #23 917/20,#23 PORSCHE 917,2.0,CLASSIC RACERS,AUTOSHOW,SERIES 10,0
728,PORSCHE,"(1, 21)",1973 PORSCHE 911 CARRERA RS,NOT FOUND,,RARE CLASSICS,BARN FIND,,0
729,PORSCHE,"(1, 21)",1982 PORSCHE 911 TURBO 3.3,911 TURBO '82,18.0,RETRO SUPERCARS,"AUTOSHOW, WHEELSPIN",,0
730,PORSCHE,"(1, 21)",1985 PORSCHE #185 959 PRODRIVE RALLY RAID,NOT FOUND,,RALLY MONSTERS,"AUTOSHOW, WHEELSPIN",,0
731,PORSCHE,"(1, 21)",1987 PORSCHE 959,NOT FOUND,,RETRO SUPERCARS,"AUTOSHOW, WHEELSPIN",,0
732,PORSCHE,"(1, 21)",1989 PORSCHE #65 ROTHSPORT RACING 911 'DESERT FLYER',#65 911 DESERT,3.0,RALLY MONSTERS,"AUTOSHOW, WHEELSPIN",,0
733,PORSCHE,"(1, 21)",1989 PORSCHE 944 TURBO,NOT FOUND,,RETRO SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
734,PORSCHE,"(1, 21)",1990 PORSCHE 911 REIMAGINED BY SINGER - DLS,PORSCHE 911 '90,31.0,MODERN SUPERCARS,AUTOSHOW,SERIES 10,0
735,PORSCHE,"(1, 21)",1993 PORSCHE 968 TURBO S,NOT FOUND,,RETRO SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
736,PORSCHE,"(1, 21)",1995 PORSCHE 911 CARRERA 2 BY GUNTHER WERKS,PORSCHE 911C2 GW,34.0,MODERN SPORTS CARS,SEASONAL,SERIES 10,0
737,PORSCHE,"(1, 21)",1995 PORSCHE 911 GT2,911 GT2 '95,,RETRO SUPERCARS,"AUTOSHOW, WHEELSPIN",,0
738,PORSCHE,"(1, 21)",1998 PORSCHE 911 GT1 STRASSENVERSION,PORSCHE 911 GT1,32.0,RETRO SUPERCARS,"AUTOSHOW, WHEELSPIN",,0
739,PORSCHE,"(1, 21)",2003 PORSCHE CARRERA GT,PORSCHE CARRERA,41.0,RETRO SUPERCARS,"AUTOSHOW, WHEELSPIN",,0
740,PORSCHE,"(1, 21)",2004 PORSCHE 911 GT3,911 GT3 '04,,RETRO SUPERCARS,"AUTOSHOW, WHEELSPIN",,0
741,PORSCHE,"(1, 21)",2010 PORSCHE 911 SPORT CLASSIC,PORSCHE 911 SC,33.0,MODERN SUPERCARS,AUTOSHOW DLC,CAR PASS,0
742,PORSCHE,"(1, 21)",2012 PORSCHE 911 GT2 RS,911 GT2 RS '12,,TRACK TOYS,"AUTOSHOW, WHEELSPIN",,0
743,PORSCHE,"(1, 21)",2012 PORSCHE 911 GT3 RS 4.0,911 GT3 RS4 '12,,TRACK TOYS,SEASONAL,SERIES 4,0
744,PORSCHE,"(1, 21)",2014 PORSCHE 911 TURBO S,911 TURBO '14,17.0,MODERN SUPERCARS,"AUTOSHOW, WHEELSPIN",,0
745,PORSCHE,"(1, 21)",2014 PORSCHE 918 SPYDER,PORSCHE 918,37.0,HYPERCARS,"AUTOSHOW, WHEELSPIN",,0
746,PORSCHE,"(1, 21)",2015 PORSCHE CAYMAN GTS,PORSCHE CAYMAN,43.0,MODERN SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
747,PORSCHE,"(1, 21)",2015 PORSCHE CAYMAN GTS,PORSCHE CAYMAN,44.0,MODERN SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
748,PORSCHE,"(1, 21)",2016 PORSCHE 911 GT3 RS,911 GT3 RS '16,,TRACK TOYS,"AUTOSHOW, WHEELSPIN",,0
749,PORSCHE,"(1, 21)",2016 PORSCHE CAYMAN GT4,PORSCHE CAYMAN,43.0,TRACK TOYS,"AUTOSHOW, WHEELSPIN",,0
750,PORSCHE,"(1, 21)",2016 PORSCHE CAYMAN GT4,PORSCHE CAYMAN,44.0,TRACK TOYS,"AUTOSHOW, WHEELSPIN",,0
751,PORSCHE,"(1, 21)",2017 PORSCHE #92 PORSCHE GT TEAM 911 RSR,#92 PORSCHE RSR,5.0,EXTREME TRACK TOYS,SEASONAL,SERIES 33,0
752,PORSCHE,"(1, 21)",2017 PORSCHE PANAMERA TURBO,NOT FOUND,,SUPER SALOONS,"AUTOSHOW, WHEELSPIN",,0
753,PORSCHE,"(1, 21)",2018 PORSCHE 718 CAYMAN GTS,NOT FOUND,,MODERN SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
754,PORSCHE,"(1, 21)",2018 PORSCHE 911 GT2 RS,911 GT2 RS '18,,TRACK TOYS,"AUTOSHOW, WHEELSPIN",,0
755,PORSCHE,"(1, 21)",2018 PORSCHE 911 GT3 R,PORSCHE GT3 R,,EXTREME TRACK TOYS,AUTOSHOW DLC,APEX ALLSTARS CAR PACK,0
756,PORSCHE,"(1, 21)",2018 PORSCHE CAYENNE TURBO,PORSCHE CAYENNE,42.0,SPORTS UTILITY HEROES,"AUTOSHOW, WHEELSPIN",,0
757,PORSCHE,"(1, 21)",2018 PORSCHE MACAN LPR RALLY RAID,PORSCHE MACAN RR,46.0,OFFROAD,"WHEELSPIN, SEASONAL",,0
758,PORSCHE,"(1, 21)",2019 PORSCHE #70 PORSCHE MOTORSPORT 935,#70 PORSCHE 935,4.0,EXTREME TRACK TOYS,SEASONAL,SERIES 20,0
759,PORSCHE,"(1, 21)",2019 PORSCHE 911 CARRERA S,PORSCHE 911 '19,30.0,MODERN SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
760,PORSCHE,"(1, 21)",2019 PORSCHE 911 GT3 RS,911 GT3 RS '19,,TRACK TOYS,"AUTOSHOW, WHEELSPIN",,0
761,PORSCHE,"(1, 21)",2019 PORSCHE 911 GT3 RS FORZA EDITION,911 GT3 RS FE,,RALLY MONSTERS,CAR COLLECTION,,0
762,PORSCHE,"(1, 21)",2019 PORSCHE 911 SPEEDSTER,911 SPEEDSTER,16.0,MODERN SPORTS CARS,AUTOSHOW DLC,CAR PASS,0
763,PORSCHE,"(1, 21)",2019 PORSCHE MACAN TURBO,MACAN TURBO '19,22.0,SPORTS UTILITY HEROES,"AUTOSHOW, WHEELSPIN",,0
764,PORSCHE,"(1, 21)",2020 PORSCHE TAYCAN TURBO S,PORSCHE TAYCAN S,49.0,SUPER SALOONS,"AUTOSHOW, WHEELSPIN",,0
765,PORSCHE,"(1, 21)",2020 PORSCHE TAYCAN TURBO S 'WELCOME PACK',TAYCAN S WP,51.0,SUPER SALOONS,AUTOSHOW DLC,WELCOME PACK,0
766,PORSCHE,"(1, 21)",2021 PORSCHE 911 GT3,911 GT3 '21,,TRACK TOYS,SEASONAL,SERIES 8,0
767,PORSCHE,"(1, 21)",2022 PORSCHE 718 CAYMAN GT4 RS,CAYMAN GT4 RS,20.0,TRACK TOYS,AUTOSHOW DLC,SUPER SPEED CAR PACK,0
768,PORSCHE,"(1, 21)",2022 PORSCHE MISSION R,PORSCHE MISSIONR,47.0,EXTREME TRACK TOYS,SEASONAL,SERIES 20,0
769,PORSCHE,"(1, 21)",2023 PORSCHE 911 GT3 R,911 GT3 R '23,,EXTREME TRACK TOYS,SEASONAL,SERIES 40,0
770,PORSCHE,"(1, 21)",2023 PORSCHE 911 GT3 RS,P. 911 GT3 RS 23,,TRACK TOYS,SEASONAL,SERIES 40,0
771,PORSCHE,"(1, 21)",2023 PORSCHE 911 RALLYE,P. 911 RALLYE,,RALLY MONSTERS,SEASONAL,SERIES 40,0
772,PORSCHE,"(1, 21)",2023 PORSCHE 911 TURBO S,911 TURBO S '23,,MODERN SUPERCARS,SEASONAL,SERIES 40,0
773,PORSCHE,"(1, 21)",2023 PORSCHE TAYCAN CROSS TURISMO TURBO S,TAYCAN CT '23,50.0,SUPER SALOONS,SEASONAL,SERIES 35,0
774,RADICAL,"(2, 21)",2015 RADICAL RXC TURBO,RADICAL RXC,1.0,EXTREME TRACK TOYS,"WHEELSPIN, SEASONAL",,0
775,RAESR,"(3, 21)",2019 RAESR TACHYON SPEED,RAESR TS '19,1.0,HYPERCARS,SEASONAL,,0
776,RAM,"(4, 21)",2017 RAM 2500 POWER WAGON,RAM POWER WAGON,1.0,PICKUPS & 4X4S,"AUTOSHOW, WHEELSPIN",,0
777,RELIANT,"(0, 22)",1972 RELIANT SUPERVAN III,RELIANT SUPERVAN,1.0,CULT CARS,"AUTOSHOW, WHEELSPIN",,0
778,RENAULT,"(1, 22)",1967 RENAULT 8 GORDINI,RENAULT 8,5.0,CLASSIC RALLY,AUTOSHOW DLC,CAR PASS,0
779,RENAULT,"(1, 22)",1968 RENAULT 4L EXPORT,NOT FOUND,,CULT CARS,BARN FIND,,0
780,RENAULT,"(1, 22)",1980 RENAULT 5 TURBO,NOT FOUND,,RETRO RALLY,"AUTOSHOW, WHEELSPIN",,0
781,RENAULT,"(1, 22)",1993 RENAULT CLIO WILLIAMS,NOT FOUND,,RETRO HOT HATCH,"AUTOSHOW, WHEELSPIN",,0
782,RENAULT,"(1, 22)",2008 RENAULT MÉGANE R26.R,NOT FOUND,,SUPER HOT HATCH,"AUTOSHOW, WHEELSPIN",,0
783,RENAULT,"(1, 22)",2010 RENAULT CLIO R.S.,RENAULT CLIO R.S.,,HOT HATCH,SEASONAL,SERIES 16,0
784,RENAULT,"(1, 22)",2010 RENAULT MEGANE R.S. 250,RENAULT MEGANE,,SUPER HOT HATCH,SEASONAL,SERIES 16,0
785,RENAULT,"(1, 22)",2013 RENAULT CLIO R.S. 200 EDC,NOT FOUND,,HOT HATCH,"AUTOSHOW, WHEELSPIN",,0
786,RENAULT,"(1, 22)",2016 RENAULT CLIO R.S. 16 CONCEPT,RENAULT CLIO 16,,SUPER HOT HATCH,SEASONAL,SERIES 16,0
787,RENAULT,"(1, 22)",2018 RENAULT MEGANE R.S.,NOT FOUND,,SUPER HOT HATCH,"AUTOSHOW, WHEELSPIN",,0
788,RIMAC,"(2, 22)",2019 RIMAC CONCEPT TWO,RIMAC CONCEPT 2,1.0,HYPERCARS,"AUTOSHOW, WHEELSPIN",,0
789,RIMAC,"(2, 22)",2021 RIMAC NEVERA,RIMAC NEVERA,2.0,HYPERCARS,AUTOSHOW,SERIES 19,0
790,RIVIAN,"(3, 22)",2022 RIVIAN R1S,RIVIAN R1S,1.0,SPORTS UTILITY HEROES,"BACKSTAGE, SEASONAL",SERIES 25,0
791,RIVIAN,"(3, 22)",2022 RIVIAN R1T,RIVIAN R1T,,PICKUPS & 4X4S,SEASONAL,SERIES 25,0
792,RJ ANDERSON,"(4, 22)",2016 RJ ANDERSON #37 POLARIS RZR-ROCKSTAR ENERGY PRO 2 TRUCK,#37 PRO 2 TRUCK,1.0,UNLIMITED OFFROAD,"AUTOSHOW, WHEELSPIN",,0
793,RJ ANDERSON,"(4, 22)",2021 RJ ANDERSON #37 POLARIS RZR PRO 4 TRUCK,NOT FOUND,,UNLIMITED OFFROAD,AUTOSHOW DLC,RALLY ADVENTURE EXPANSION,0
794,ROSSION,"(0, 23)",2010 ROSSION Q1,ROSSION Q1,1.0,MODERN SUPERCARS,SEASONAL,SERIES 27,0
795,SALEEN,"(1, 23)",2004 SALEEN S7,SALEEN S7,,RETRO SUPERCARS,"WHEELSPIN, SEASONAL",,0
796,SALEEN,"(1, 23)",2017 SALEEN S7 LM,SALEEN S7 LM,,EXTREME TRACK TOYS,AUTOSHOW DLC,AMERICAN AUTO CAR PACK,0
797,SALEEN,"(1, 23)",2018 SALEEN S1,SALEEN S1 '18,,MODERN SUPERCARS,"AUTOSHOW, WHEELSPIN",,0
798,SALEEN,"(1, 23)",2020 SALEEN SPORTRUCK XR BLACK LABEL,NOT FOUND,,PICKUPS & 4X4S,AUTOSHOW DLC,HORIZON RACING CAR PACK,0
799,SCHUPPAN,"(2, 23)",1993 SCHUPPAN 962CR,SCHUPPAN 962CR,1.0,RETRO SUPERCARS,AUTOSHOW DLC,HOT WHEELS EXPANSION,0
800,SHELBY,"(3, 23)",1965 SHELBY COBRA 427 S/C,SHELBY COBRA 427,1.0,RARE CLASSICS,"AUTOSHOW, WHEELSPIN",,0
801,SHELBY,"(3, 23)",1965 SHELBY COBRA DAYTONA COUPE,SHELBY DAYTONA,2.0,CLASSIC RACERS,"AUTOSHOW, WHEELSPIN",,0
802,SHELBY,"(3, 23)",1967 SHELBY GT 500,SHELBY GT500 '67,,CLASSIC MUSCLE,AUTOSHOW DLC,ACCELERATION CAR PACK,0
803,SIERRA CARS,"(4, 23)",2020 SIERRA CARS #23 YOKOHAMA ALPHA,#23 SIERRA ALPHA,1.0,EXTREME TRACK TOYS,AUTOSHOW DLC,HOT WHEELS,0
804,SIERRA CARS,"(4, 23)",2021 SIERRA CARS 700R,NOT FOUND,,UTV'S,SEASONAL,SERIES 18,0
805,SIERRA CARS,"(4, 23)",2021 SIERRA CARS RX3,SIERRA RX3,3.0,UTV'S,AUTOSHOW,,0
806,SPANIA GTA,"(0, 24)",2016 SPANIA GTA GTA SPANO,NOT FOUND,,MODERN SUPERCARS,SEASONAL,SERIES 29,0
807,SUBARU,"(1, 24)",1980 SUBARU BRAT GL,NOT FOUND,,VANS & UTILITY,SEASONAL,SERIES 18,0
808,SUBARU,"(1, 24)",1990 SUBARU LEGACY RS,SUBARU LEGACY RS,5.0,RETRO RALLY,SEASONAL,SERIES 11,0
809,SUBARU,"(1, 24)",1996 SUBARU SVX,NOT FOUND,,RETRO SPORTS CARS,SERIES 39,,0
810,SUBARU,"(1, 24)",1998 SUBARU IMPREZA 22B-STI VERSION,NOT FOUND,,RETRO RALLY,"WHEELSPIN, SEASONAL",,0
811,SUBARU,"(1, 24)",2004 SUBARU IMPREZA WRX STI,SUBARU WRX '04,9.0,MODERN RALLY,"AUTOSHOW, WHEELSPIN",,0
812,SUBARU,"(1, 24)",2005 SUBARU IMPREZA WRX STI,SUBARU WRX '05,10.0,MODERN RALLY,"AUTOSHOW, WHEELSPIN",,0
813,SUBARU,"(1, 24)",2008 SUBARU IMPREZA WRX STI,SUBARU WRX '08,11.0,MODERN RALLY,"AUTOSHOW, WHEELSPIN",,0
814,SUBARU,"(1, 24)",2011 SUBARU WRX STI,SUBARU WRX '11,12.0,MODERN RALLY,"AUTOSHOW, WHEELSPIN",,0
815,SUBARU,"(1, 24)",2013 SUBARU BRZ,SUBARU BRZ,3.0,MODERN SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
816,SUBARU,"(1, 24)",2015 SUBARU WRX STI,SUBARU WRX '15,13.0,MODERN RALLY,"AUTOSHOW, WHEELSPIN",,0
817,SUBARU,"(1, 24)",2018 SUBARU WRX STI ARX SUPERCAR,SUBARU STI ARX,6.0,RALLY MONSTERS,AUTOSHOW DLC,HOT WHEELS EXPANSION,0
818,SUBARU,"(1, 24)",2019 SUBARU STI S209,NOT FOUND,,MODERN RALLY,AUTOSHOW DLC,CAR PASS,0
819,SUBARU,"(1, 24)",2022 SUBARU BRZ,SUBARU BRZ '22,4.0,MODERN SPORTS CARS,SEASONAL,SERIES 28,0
820,SUBARU,"(1, 24)",2022 SUBARU WRX,SUBARU WRX '22,14.0,MODERN RALLY,SEASONAL,SERIES 38,0
821,TOYOTA,"(2, 24)",1965 TOYOTA SPORTS 800,NOT FOUND,,CLASSIC SPORTS CARS,SEASONAL,SERIES 17,0
822,TOYOTA,"(2, 24)",1969 TOYOTA 2000GT,TOYOTA 2000GT,5.0,RARE CLASSICS,"AUTOSHOW, WHEELSPIN",,0
823,TOYOTA,"(2, 24)",1974 TOYOTA CELICA GT,TOYOTA CELICA'74,,CLASSIC SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
824,TOYOTA,"(2, 24)",1979 TOYOTA FJ40,TOYOTA FJ40,,PICKUPS & 4X4S,"AUTOSHOW, WHEELSPIN",,0
825,TOYOTA,"(2, 24)",1985 TOYOTA SPRINTER TRUENO GT APEX,TOYOTA TRUENO,,RETRO SPORTS CARS,"BACKSTAGE, WHEELSPIN, SEASONAL",,0
826,TOYOTA,"(2, 24)",1989 TOYOTA MR2 SC,TOYOTA MR2 '89,18.0,RETRO SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
827,TOYOTA,"(2, 24)",1991 TOYOTA CHASER GT TWIN TURBO,CHASER GT TT '91,1.0,RETRO SALOONS,SEASONAL,SERIES 38,0
828,TOYOTA,"(2, 24)",1991 TOYOTA SERA,TOYOTA SERA '91,20.0,CULT CARS,AUTOSHOW DLC,JDM JEWELS CAR PACK,0
829,TOYOTA,"(2, 24)",1992 TOYOTA CELICA GT-FOUR RC ST185,TOYOTA CELICA'92,13.0,RETRO RALLY,"AUTOSHOW, WHEELSPIN",,0
830,TOYOTA,"(2, 24)",1992 TOYOTA SUPRA 2.0 GT,TOYOTA SUPRA '92,22.0,RETRO SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
831,TOYOTA,"(2, 24)",1993 TOYOTA #1 T100 BAJA TRUCK,NOT FOUND,,UNLIMITED OFFROAD,BARN FIND,,0
832,TOYOTA,"(2, 24)",1994 TOYOTA CELICA GT-FOUR ST205,TOYOTA CELICA'94,14.0,RETRO RALLY,"ACCOLADE, WHEELSPIN",,0
833,TOYOTA,"(2, 24)",1995 TOYOTA MR2 GT,TOYOTA MR2 '95,19.0,RETRO SPORTS CARS,SEASONAL,SERIES 17,0
834,TOYOTA,"(2, 24)",1997 TOYOTA SOARER 2.5 GT-T,NOT FOUND,,RETRO SPORTS CARS,SERIES 39,,0
835,TOYOTA,"(2, 24)",1998 TOYOTA SUPRA RZ,TOYOTA SUPRA '98,23.0,RETRO SPORTS CARS,AUTOSHOW,,0
836,TOYOTA,"(2, 24)",1998 TOYOTA SUPRA RZ 'WELCOME PACK',SUPRA '98 WP,4.0,RETRO SPORTS CARS,AUTOSHOW DLC,WELCOME PACK,0
837,TOYOTA,"(2, 24)",2003 TOYOTA CELICA SPORT SPECIALTY II,TOYOTA CELICA'03,11.0,RETRO SPORTS CARS,SEASONAL,SERIES 3,0
838,TOYOTA,"(2, 24)",2007 TOYOTA HILUX ARCTIC TRUCKS AT38,TOYOTA AT38,,PICKUPS & 4X4S,SEASONAL,SERIES 3,0
839,TOYOTA,"(2, 24)",2013 TOYOTA 86,TOYOTA 86,7.0,MODERN SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
840,TOYOTA,"(2, 24)",2016 TOYOTA LAND CRUISER ARCTIC TRUCKS AT37,TOYOTA AT37,8.0,PICKUPS & 4X4S,SEASONAL,SERIES 3,0
841,TOYOTA,"(2, 24)",2019 TOYOTA 4RUNNER TRD PRO,NOT FOUND,,PICKUPS & 4X4S,SEASONAL,SERIES 5,0
842,TOYOTA,"(2, 24)",2019 TOYOTA TACOMA TRD PRO,TOYOTA TACOMA,24.0,PICKUPS & 4X4S,AUTOSHOW DLC,CAR PASS,0
